source,platform_id,title,brand,model_number,price_usd,list_price_usd,rating,reviews_count,position,category,image_url,product_url,availability,recent_sales,is_bestseller,unit_price,collection,delivery_free,pickup_available,features,description,extract_date,sales_volume_numeric,product_type,volume_share
amazon,B0BYPDKCD5,"Lutron Caseta Smart Claro Accessory Switch for 3 way – For use only with Diva Smart Dimmer or Claro Smart Switch, DVRF-AS-WH, White",Lutron,,34.95,,4.6,197.0,11,Dimmer Switches,https://m.media-amazon.com/images/I/51fvmP6qH8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYPDKCD5,,400+ bought in past month,,34.95,,,,,,6/6/25,400,Smart,0.49968769519050593
amazon,B0D12VMWW2,"AIDA Toggle Slide Dimmer Switch for Dimmable LED Light/CFL/Incandescent 600 Watt max, Single-Pole or 3-Way, Rocker On/Off Wall Switch with Dimmer Slider, Wall Plate NOT Included, UL Listed, 1 Pack",AIDA Store,,15.99,,4.3,262.0,16,Dimmer Switches,https://m.media-amazon.com/images/I/61Wp3CH195L._AC_UL320_.jpg,https://www.amazon.com/dp/B0D12VMWW2,,400+ bought in past month,,15.99,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B07PJTLB7Z,"TREATLIFE Smart Dimmer Switch 4 Pack, Smart Switch Works with Alexa and Google Home, 2.4GHz WiFi Dimmer Light Switch for LED, CFL, Incandescent Bulbs, Neutral Wire Required, Single Pole",TREATLIFE,,69.99,17.5,4.3,4777.0,11,Dimmer Switches,https://m.media-amazon.com/images/I/61KHLX0IrXL._AC_UL320_.jpg,https://www.amazon.com/dp/B07PJTLB7Z,,400+ bought in past month,,17.5,,,,,,6/6/25,400,Smart,0.49968769519050593
amazon,B0BVFMFSQV,"ThunderWay Single Pole Decorator Wall Light Switch with Wall Plate, 15A 120V/277V, On/Off Paddle Switch, Residential Grade - UL Listed, White (10)",ThunderWay Store,,17.99,1.8,4.7,551.0,8,Light Switches,https://m.media-amazon.com/images/I/61tA94LdjSL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVFMFSQV,,400+ bought in past month,,1.8,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B002DN8CQ6,"GE 3-Way Grounding Toggle Switch, In Wall On/Off Fan & Light Switch Replacement, 15 Amp, Great for Home, Office & Kitchen, UL Listed, White, 54172",GE,,5.0,,4.7,1235.0,25,Light Switches,https://m.media-amazon.com/images/I/714Dywxa3AL._AC_UL320_.jpg,https://www.amazon.com/dp/B002DN8CQ6,,400+ bought in past month,,5.0,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B01M3XJUAD,"Lutron Caseta Original Smart Dimmer Switch Kit, 2 Dimmer Switches, 2 Wall Plates, 2 Pico Remotes, and Smart Hub, Works with Alexa, Apple Home, Google Home, 3 Way, 150W, No Neutral, P-BDG-PKG2W-A",Lutron,,189.9,94.95,4.7,5139.0,22,Dimmer Switches,https://m.media-amazon.com/images/I/51swqnRssZL._AC_UL320_.jpg,https://www.amazon.com/dp/B01M3XJUAD,,400+ bought in past month,,94.95,,,,,,6/6/25,400,Smart,0.49968769519050593
amazon,B0DCZCVRL8,"Amico 30 Pack Single Pole Light Switch with Wall Plate, UL Listed, 15A 120/277V, On/Off Rocker Paddle Interrupter Wall Switch, Grounding Screw, Residential Grade, Suitable for Home and Business, White",Amico Store,,49.99,1.67,4.7,43.0,10,Light Switches,https://m.media-amazon.com/images/I/61farctuQaL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DCZCVRL8,,400+ bought in past month,,1.67,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B0CW92T9CH,"CML Double Rocker Decorator Light Switch, Dual Single Pole Paddle in-Wall Switch, Self-grounding Electrical On/Off Interrupter, 15A 120V, UL Listed, 1 Pack, White",CML Hardware Store,,6.74,7.19,4.6,104.0,1,Light Switches,https://m.media-amazon.com/images/I/617Q9DpfC1L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CW92T9CH,,400+ bought in past month,,7.19,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B0CW6M3N6C,"Legrand Radiant 150-Watt Single-Pole/3-Way LED Advanced Dimmer, White",Legrand,,23.47,,4.3,143.0,20,Dimmer Switches,https://m.media-amazon.com/images/I/51DrE4Nwz+L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CW6M3N6C,,400+ bought in past month,,23.47,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B07GNXMVFP,"BESTTEN 6 Pack Dimmer Light Switch, LED Dimmer Switch, Single-Pole or 3-Way, for Dimmable LED, Halogen and Incandescent Bulbs, 120V, Wall Plate Included, UL Listed, White",BESTTEN,,39.99,6.67,4.2,911.0,16,Dimmer Switches,https://m.media-amazon.com/images/I/619PeFE4sDL._AC_UL320_.jpg,https://www.amazon.com/dp/B07GNXMVFP,,400+ bought in past month,,6.67,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B0892HCXGS,"Single Pole Double Rocker Light Switches,Greencycle 2 Pack Paddle Light Switches 15 Amp,Sp Decora Switch White,120V-277V AC,On/Off Wall Switch, Residential/Commercial Grade,Home & Office,UL/CUL",greencycle Store,,8.99,4.5,4.6,230.0,14,Light Switches,https://m.media-amazon.com/images/I/61lxDpZcXsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0892HCXGS,,400+ bought in past month,,4.5,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B00004YUO0,"Leviton 1451-2WM 15 Amp, 120 Volt, Toggle Framed Single-Pole Ac Quiet Switch, Residential Grade, Grounding, 10-Pack, White",Leviton,,7.53,,4.7,2513.0,12,Light Switches,https://m.media-amazon.com/images/I/518Onkc-POL._AC_UL320_.jpg,https://www.amazon.com/dp/B00004YUO0,,400+ bought in past month,,7.53,,,,,,6/6/25,400,Traditional,0.49968769519050593
amazon,B07J9PKNBH,"GE Grounding Paddle Rocker Switch 5 Pack, Single Pole, In Wall On/Off Power Switch Replacement for Ceiling Fans & Lights, 15 Amp, Great for Home, Office & Kitchen, UL Listed, White, 44017",GE,,11.74,2.35,4.7,9665.0,14,Light Switches,https://m.media-amazon.com/images/I/71QhhrbdzyL._AC_UL320_.jpg,https://www.amazon.com/dp/B07J9PKNBH,,300+ bought in past month,,2.35,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B0006V5PXK,"Lutron Maestro Companion Multi-Location Dimmer Not for Standalone Use MA-R-WH, White",Lutron,,18.95,21.27,4.5,1230.0,10,Dimmer Switches,https://m.media-amazon.com/images/I/61uuWbdz-dL._AC_UL320_.jpg,https://www.amazon.com/dp/B0006V5PXK,,300+ bought in past month,,21.27,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B0DG6G2SGZ,"Kasa Smart Dimmer Switch HS220, Single Pole, Needs Neutral Wire, 2.4GHz Wi-Fi Light Switch Compatible with Alexa and Google Home, UL Certified, No Hub Required, Black",Kasa,,21.99,5.0,4.5,41955.0,12,Dimmer Switches,https://m.media-amazon.com/images/I/61C3hsyi5HL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DG6G2SGZ,,300+ bought in past month,,5.0,,,,,,6/6/25,300,Smart,0.3747657713928795
amazon,B01HIMC7EE,"Baomain Triple Rocker Light Switch, 15A 120V, 3 Switches, Commercial Grade, White",Baomain Store,,7.46,8.29,4.6,1519.0,17,Light Switches,https://m.media-amazon.com/images/I/51nTqP9YBbL._AC_UL320_.jpg,https://www.amazon.com/dp/B01HIMC7EE,,300+ bought in past month,,8.29,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B0814R5PSX,"Thinkbee Wireless Lights Switch Kit, No Wiring Mini Remote Switch, No WiFi Needed, Outdoor 1969ft Indoor 328ft Remote Control Lighting Fixture for Led Light, Ceiling Lights and Lamps, Waterproof",Thinkbee Store,,15.99,22.99,4.6,3847.0,7,Light Switches,https://m.media-amazon.com/images/I/41Yo3PSDTGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0814R5PSX,,300+ bought in past month,,22.99,,,,,,6/6/25,300,Smart,0.3747657713928795
amazon,B085D8M2MR,"Lutron Diva LED+ Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, Single-Pole or 3-Way, DVCL-153P-WH, White (2-Pack)",Lutron,,56.76,28.38,4.6,11432.0,13,Dimmer Switches,https://m.media-amazon.com/images/I/71eIPBeQhxL._AC_UL320_.jpg,https://www.amazon.com/dp/B085D8M2MR,,300+ bought in past month,,28.38,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B004DZONJC,"Lutron Diva LED+ Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, 150W/Single-Pole or 3-Way, DVSCCL-153P-SW, Snow",Lutron,,38.95,,4.6,86.0,2,Dimmer Switches,https://m.media-amazon.com/images/I/61n0gLp3kHL._AC_UL320_.jpg,https://www.amazon.com/dp/B004DZONJC,,300+ bought in past month,,38.95,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B095X5HTLS,"Amazon Basics Smart Dimmer Switch, 3-Way, Works with Alexa Only, 2.4 GHz Wi-Fi, No Hub Required, White",Amazon,,19.99,,4.3,5959.0,1,Dimmer Switches,https://m.media-amazon.com/images/I/711bVtGfjdL._AC_UL320_.jpg,https://www.amazon.com/dp/B095X5HTLS,,300+ bought in past month,,19.99,,,,,,6/6/25,300,Smart,0.3747657713928795
amazon,B0CZKYMVPR,"Wireless Light Switch and Receiver Kit, 200FT RF Range Remote Control Light Switch, No Rewiring, No Interference, Wireless Wall Switch for Ceiling Light, Fans, Lamps, Pre-Programmed",GE,,9.99,12.99,4.6,119.0,19,Light Switches,https://m.media-amazon.com/images/I/512oycGiNiL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CZKYMVPR,,300+ bought in past month,,12.99,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B082LKCXV9,"GE CYNC Smart Light Switch, Paddle Style, No Neutral Wire Required, Bluetooth and 2.4 GHz WiFi 3-Wire Switch, Works with Amazon Alexa and Google Home, White (1 Pack)",Amazon,,29.98,44.98,3.7,4261.0,19,Light Switches,https://m.media-amazon.com/images/I/71ieD7JCeFL._AC_UL320_.jpg,https://www.amazon.com/dp/B082LKCXV9,,300+ bought in past month,,44.98,,,,,,6/6/25,300,Smart,0.3747657713928795
amazon,B07HNFWWZV,"ENERLITES Elite Series Decorator Rocker Light Switch, 15A 120V/277V, Gloss Finish, Single Pole, 3 Wire, Grounding Screw, Residential Grade, UL Listed, 91150-GD, Gold Color",ENERLITES Store,,9.99,,4.6,2335.0,2,Light Switches,https://m.media-amazon.com/images/I/81SsfawEeRL._AC_UL320_.jpg,https://www.amazon.com/dp/B07HNFWWZV,,300+ bought in past month,,9.99,,,,,,6/6/25,300,Traditional,0.3747657713928795
amazon,B01AFU1KOY,"Decora Smart Dimmer Switch Companion for Multi-Location Dimming (Not for Stand-Alone use), 120/277VAC, 60Hz, DD00R-DLZ, White, Ivory, Light Almond",Leviton Store,,22.38,32.69,4.6,1676.0,17,Dimmer Switches,https://m.media-amazon.com/images/I/51HsNRhln+L._AC_UL320_.jpg,https://www.amazon.com/dp/B01AFU1KOY,,300+ bought in past month,,32.69,,,,,,6/6/25,300,Smart,0.3747657713928795
amazon,B08R9R2C8M,"Suraielec 3 Way Wireless Light Switch, No Wiring, No WiFi, 100ft RF Range, Pre-Programmed, Expandable Wireless Wall Switch and Receiver Kit, Remote Control Light Fixture for Lamp, Ceiling Light, Fan",GE,,16.99,,4.2,810.0,21,Light Switches,https://m.media-amazon.com/images/I/61MRlRwyiCL._AC_UL320_.jpg,https://www.amazon.com/dp/B08R9R2C8M,,300+ bought in past month,,16.99,,,,,,6/6/25,300,Smart,0.3747657713928795
amazon,B000ZOJL1U,"Leviton 5243-W 15 Amp, 120/277 Volt, Duplex Style Two 3-Way Combination Switch, Commercial Grade, White",Leviton,,13.72,,4.7,625.0,3,Light Switches,https://m.media-amazon.com/images/I/71J4b5CGQ3L._AC_UL320_.jpg,https://www.amazon.com/dp/B000ZOJL1U,,200+ bought in past month,,13.72,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B07CKNWGN4,"TREATLIFE Smart Dimmer Switch, Single-Pole Smart Switch for Dimmable Bulbs, 2.4GHz WiFi Smart Light Switch Works with Alexa and Google Home, APP Remote Control, Neutral Wire Required",TREATLIFE,,19.99,,4.4,4101.0,12,Dimmer Switches,https://m.media-amazon.com/images/I/613DKJfa0vL._AC_UL320_.jpg,https://www.amazon.com/dp/B07CKNWGN4,,200+ bought in past month,,19.99,,,,,,6/6/25,200,Smart,0.24984384759525297
amazon,B09MW3C4MM,"ELEGRP Matte Black 3 Way Decorative Light Switch with Plate, 15Amp, 120-277 Volt, AC Rocker Paddle Wall Switch Replacement, Self-Grounding, Residential Grade, w/Wall Plate, UL Listed (10 Pack)",ELEGRP,,32.99,3.3,4.7,1258.0,5,Light Switches,https://m.media-amazon.com/images/I/51lH5hzUx+L._AC_UL320_.jpg,https://www.amazon.com/dp/B09MW3C4MM,,200+ bought in past month,,3.3,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0BRDDFP2J,"UltraPro 700 Series Z-Wave In-Wall Smart Light Switch with QuickFit™ and SimpleWire™, White Toggle, Works with Google Assistant, Alexa, & SmartThings, Z-Wave Hub Required, Smart Home, 59368",UltraPro Store,,28.0,,4.0,42.0,16,Light Switches,https://m.media-amazon.com/images/I/816eljD3-mL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BRDDFP2J,,200+ bought in past month,,28.0,,,,,,6/6/25,200,Smart,0.24984384759525297
amazon,B093PVYMZC,"ELEGRP Decorator Triple Rocker Light Switch, Three Single Pole Electrical Paddle Switch, 15A 120V, in-Wall On/Off Switch, Self-grounding, Wall Plate is Included, UL Listed (1 Pack, Glossy White)",ELEGRP,,9.99,,4.6,873.0,11,Light Switches,https://m.media-amazon.com/images/I/510sJug8LTL._AC_UL320_.jpg,https://www.amazon.com/dp/B093PVYMZC,,200+ bought in past month,,9.99,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0B4RZFVJG,"Duplex Rocker Combination Decorator Switch,120VAC 15Amp,Ground Terminal,Residential/Commercial Grade,2 Individual Switches,UL Listed,Pack of 2,White",WENGART Store,,8.39,2.38,4.6,168.0,10,Light Switches,https://m.media-amazon.com/images/I/61u7QXHeJFL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4RZFVJG,,200+ bought in past month,,2.38,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B000NCTHHW,"Legrand Pass & Seymour 660BKG Trademaster 15 Amp Single Pole Toggle Light Switch, Residential Grade, Black (1 Count)",Legrand,,3.65,,4.8,1437.0,16,Light Switches,https://m.media-amazon.com/images/I/51bB5A6jZJL._AC_UL320_.jpg,https://www.amazon.com/dp/B000NCTHHW,,200+ bought in past month,,3.65,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B07SXDFH38,"Feit Electric Smart Dimmer Switch, Neutral Wire Required for Installation, Compatible with Amazon Alexa and Google Assistant, Smart Dimmer Light Switch, White, Model:DIM/WiFi",Amazon,,18.69,24.99,4.3,1483.0,9,Dimmer Switches,https://m.media-amazon.com/images/I/61xANNrUY7L._AC_UL320_.jpg,https://www.amazon.com/dp/B07SXDFH38,,200+ bought in past month,,24.99,,,,,,6/6/25,200,Smart,0.24984384759525297
amazon,B0BKZP98CN,"Light Switch, Dimmer Switch with Wireless Remote Control, Single Pole Smart Switch Support 2.4G&5G Compatible with Alexa",Humpptom,,25.99,35.99,4.0,315.0,3,Dimmer Switches,https://m.media-amazon.com/images/I/61GY6QS9jkL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BKZP98CN,,200+ bought in past month,,35.99,,,,,,6/6/25,200,Smart,0.24984384759525297
amazon,B005K8XFRW,"Leviton L1461-2C Single-Pole Switch, White",Leviton,,4.35,,4.6,634.0,16,Light Switches,https://m.media-amazon.com/images/I/51gvQOJUIuS._AC_UL320_.jpg,https://www.amazon.com/dp/B005K8XFRW,,200+ bought in past month,,4.35,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B09V7HG417,"ELEGRP Digital Rotating Dimmer Switch for Dimmable LED, CFL and Incandescent Light Lamp Bulbs, Single Pole / 3-Way Rotary Dimmer Switch, Wall Plate Included, UL Listed (1 Pack, Matte White)",ELEGRP,,12.99,1.3,4.3,302.0,7,Dimmer Switches,https://m.media-amazon.com/images/I/417JV3wI56L._AC_UL320_.jpg,https://www.amazon.com/dp/B09V7HG417,,200+ bought in past month,,1.3,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0033PSGAU,"Leviton 5224-2W 15 Amp, 120/277 Volt, Duplex Style Single-Pole/Single-Pole AC Combination Switch, Grounding, White",Leviton,,11.2,,4.6,662.0,14,Light Switches,https://m.media-amazon.com/images/I/51FvLKlFfrL._AC_UL320_.jpg,https://www.amazon.com/dp/B0033PSGAU,,200+ bought in past month,,11.2,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0BX4KH8HV,"Lutron Sunnata Touch Dimmer Switch with Wallplate with LED+ Advanced Technology, for LED and Incandescent, 3 Way/Multi Location, STCL-153MW-WH, White",Lutron,,46.2,,4.6,411.0,5,Dimmer Switches,https://m.media-amazon.com/images/I/51LrFOIuF-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BX4KH8HV,,200+ bought in past month,,46.2,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0BD9CSHXP,"Leviton DHD05-1LW Dual Combination Humidity Sensor with Separate Light Switch, automate Bathroom Exhaust Fan, air Circulation, Moisture Control, Single Pole/Single Pole, ¼ HP, White",Leviton,,39.49,49.99,3.9,216.0,21,Light Switches,https://m.media-amazon.com/images/I/51Gj7hnMA6L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BD9CSHXP,,200+ bought in past month,,49.99,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0BY29HKMM,"3 Way Decorator Paddle Light Switch, Electrical Rocker Light Switch, Single Pole or Three Way, 3 Wire, 15A 120V/277V, UL Listed, White (20 Pack)",TAKETEK Store,,26.99,1.35,4.6,432.0,21,Light Switches,https://m.media-amazon.com/images/I/81BIKJUA8-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BY29HKMM,,200+ bought in past month,,1.35,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B004DZONXI,"Lutron Credenza LED+ 100-Watt Plug-In Lamp Dimmer Switch, TTCL-100H-BL, Black",Lutron,,16.92,,4.4,3866.0,16,Dimmer Switches,https://m.media-amazon.com/images/I/51voXNiV1jL._AC_UL320_.jpg,https://www.amazon.com/dp/B004DZONXI,,200+ bought in past month,,16.92,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B002DNG3EE,"GE 3-Way Rotating Dimmer Switch, Push On/Off, Use with Dimmable LED, CFL, and Incandescent Bulbs, Includes Two Knob Colors, UL Listed, White/Light Almond, 18020",GE,,11.18,13.99,4.4,2929.0,1,Dimmer Switches,https://m.media-amazon.com/images/I/81KjNriUUEL._AC_UL320_.jpg,https://www.amazon.com/dp/B002DNG3EE,,200+ bought in past month,,13.99,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B08KDGBKNC,"CML Single Pole Decorator Light Switch, 20 Pack Rocker Paddle Wall Switch, 15A 120/277V, On/Off Interrupter, UL Listed, White",CML Hardware Store,,28.49,1.42,4.4,444.0,24,Light Switches,https://m.media-amazon.com/images/I/71UYvANeFOL._AC_UL320_.jpg,https://www.amazon.com/dp/B08KDGBKNC,,200+ bought in past month,,1.42,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B087T6N3RZ,"2 Pack Illuminated Light Switch,Paddle Rocker Wall Switch with LED Night Light, Automatic On/Off Sensor, Single Pole, 15Amp 120/277Volt, White",SOZULAMP Store,,17.88,8.94,4.5,1716.0,2,Light Switches,https://m.media-amazon.com/images/I/51+3EDRpOXL._AC_UL320_.jpg,https://www.amazon.com/dp/B087T6N3RZ,,200+ bought in past month,,8.94,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B07MBBP1RM,"ENERLITES 3 Speed Ceiling Fan Control and Dimmer Light Switch, 2.5A Single Pole Light Fan Switch, 300W Incandescent Load, No Neutral Wire Required, 17001-F3-W, 120 Volts (AC), White, 2 Pack",ENERLITES Store,,34.18,17.09,4.1,2748.0,20,Dimmer Switches,https://m.media-amazon.com/images/I/61ISJ2Mn0fL._AC_UL320_.jpg,https://www.amazon.com/dp/B07MBBP1RM,,200+ bought in past month,,17.09,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B00B363T9O,"Leviton SureSlide Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, 6674-P0E, Black",Leviton,,18.41,,4.5,1566.0,6,Dimmer Switches,https://m.media-amazon.com/images/I/718PfDq0gdL._AC_UL320_.jpg,https://www.amazon.com/dp/B00B363T9O,,200+ bought in past month,,18.41,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B000U3I0RM,"Leviton 5628-2W 20 Amp, 120 Volt, Decora Plus Rocker Pilot Light, Illuminated On, Req. Neutral Single-Pole AC Quiet Switch, Commercial Grade, Self Grounding, White",Leviton,,15.25,,4.6,775.0,23,Light Switches,https://m.media-amazon.com/images/I/515Qs8CgPJL._AC_UL320_.jpg,https://www.amazon.com/dp/B000U3I0RM,,200+ bought in past month,,15.25,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0CK4TM2R9,"Greencycle 3 Way Decora Switch - White, 4 Pack Three Way/Single Pole Rocker Switch, 15A 120/277V, On/Off Paddle Interrupter, Residential/Commercial Grade, UL/CUL Listed",greencycle Store,,12.99,3.25,4.6,118.0,6,Light Switches,https://m.media-amazon.com/images/I/61iOGLSmqGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CK4TM2R9,,200+ bought in past month,,3.25,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0C3VCN1GV,"ELEGRP Single Pole Toggle Light Switch, 15 Amp, 120 Volt, Toggle Framed AC Quiet Switch, in Wall On/Off Switch Replacement, Self-Grounding, Residential and Commercial Grade, UL (5 Pack, Glossy Black)",ELEGRP,,9.99,2.0,4.7,1291.0,8,Light Switches,https://m.media-amazon.com/images/I/61kuPHC-4dL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3VCN1GV,,200+ bought in past month,,2.0,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B08SJ5Q6B9,"Leviton 5603-2AW Antimicrobial 15 Amp 120/277V Decora Rocker 3-Way AC Quiet Switch, White",Leviton,,5.65,,4.7,437.0,24,Light Switches,https://m.media-amazon.com/images/I/61jxgp0UupS._AC_UL320_.jpg,https://www.amazon.com/dp/B08SJ5Q6B9,,200+ bought in past month,,5.65,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B087TLPYDT,"4 Pack Illuminated Light Switch, Lightswitch with LED Night Light, Automatic On/Off Sensor, Single Pole Switch, 15Amp 120/277Volt,White",SOZULAMP Store,,28.88,7.22,4.4,2132.0,16,Light Switches,https://m.media-amazon.com/images/I/618tshvKHXL._AC_UL320_.jpg,https://www.amazon.com/dp/B087TLPYDT,,200+ bought in past month,,7.22,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0CT3QK4JP,"Lutron Maestro LED+ Dual Dimmer and Timer Switch for Lights or Fans| 75-Watt LED Bulbs/2.5A Fans, Single-Pole | MACL-L3T251-WH | White",Lutron,,68.95,,4.6,53.0,23,Dimmer Switches,https://m.media-amazon.com/images/I/6106+dmZUnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CT3QK4JP,,200+ bought in past month,,68.95,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0012DMB6A,"Leviton 5604-2W 15 Amp, 120/277 Volt, Decora Rocker 4-Way AC Quiet Switch, Residential Grade, Grounding, White",Leviton,,13.98,,4.5,842.0,22,Light Switches,https://m.media-amazon.com/images/I/51EUX-QxD2L._AC_UL320_.jpg,https://www.amazon.com/dp/B0012DMB6A,,200+ bought in past month,,13.98,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B0CTZQZXLL,"ELEGRP Digital Toggle Dimmer Switch for Dimmable LED, CFL and Incandescent Light Bulbs, Single Pole or 3-Way Toggle LED Dimmer Light Switch, Wall Plate Included, UL Listed, 6 Pack, White",ELEGRP,,62.99,10.5,4.4,433.0,8,Dimmer Switches,https://m.media-amazon.com/images/I/61tqBDefWgL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CTZQZXLL,,200+ bought in past month,,10.5,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B09HSWR3YG,"Wyze Switch, 2.4 GHz WiFi Smart Light Switch, Single-Pole, Needs Neutral Wire, Compatible with Alexa, Google Assistant, and IFTTT, No Hub Required, 3-Pack, White",WYZE Store,,41.9,,4.4,844.0,9,Light Switches,https://m.media-amazon.com/images/I/718WTuB7qjL._AC_UL320_.jpg,https://www.amazon.com/dp/B09HSWR3YG,,200+ bought in past month,,41.9,,,,,,6/6/25,200,Smart,0.24984384759525297
amazon,B0CMQKDNDQ,"BESTTEN Super Slim Dimmer Light Switch, Quiet Rocker, Max 300W LED, CFL, 600W Incandescent, Single Pole or 3 Way Dimmable Switch with Screwless Wallplate, ETL Listed, 3 Pack, White",BESTTEN,,27.99,9.33,4.2,131.0,14,Dimmer Switches,https://m.media-amazon.com/images/I/61ArhfE8XOL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CMQKDNDQ,,200+ bought in past month,,9.33,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B08XH6HRTZ,"Simple Dimmer by Deako, Slide Switch, 3-Way/4-Way/Single Pole, Neutral Wire Required, White",Deako Store,,59.99,,4.6,406.0,17,Dimmer Switches,https://m.media-amazon.com/images/I/41u0W5H+gyL._AC_UL320_.jpg,https://www.amazon.com/dp/B08XH6HRTZ,,200+ bought in past month,,59.99,,,,,,6/6/25,200,Traditional,0.24984384759525297
amazon,B07LGCYXQ4,"TOPGREENER Kalide Dimmer Light Switch, LED Dimmer Switch, Full Range Dimming, Single Pole/3-Way, 120VAC, 60Hz, 300W LED/CFL, Neutral Wire Not Required, Wall Plate Included, Gold, 1 Pack",GE,,29.99,,4.4,39.0,15,Dimmer Switches,https://m.media-amazon.com/images/I/71rWXijOztL._AC_UL320_.jpg,https://www.amazon.com/dp/B07LGCYXQ4,,200+ bought in past month,,29.99,,,,,,6/6/25,200,Traditional,0.24984384759525297
